Gene,GH23,GH46,GH1284,GH1298,GH1332,GH1352,GH1520,GH1547,GH1603,GH1660,GH1834
ZNF257,0.253836,0.369955,0.498177,0.12058,0.015484,0.290883,0.344996,1.10483,0.017471,0.433985,0.810996
PCNX3,1.899654,3.072864,1.766276,2.952568,2.406979,3.088104,2.536833,3.754221,2.227848,2.459157,3.627808
ADAM32,0.044357,0.264823,1.49536,0.028946,0.032526,0.032753,0.036962,0.048301,0.029125,0.028327,0.189188
ACSL5,0.114968,0.121259,0.161923,0.053463,0.081117,0.068472,0.220351,0.085233,0.036569,0.085404,0.055293
LRRC8B,2.747152,2.961817,1.701117,2.376149,0.964734,3.884253,0.708728,1.515137,1.594209,3.676366,1.05859
ABCB8,3.023541,3.346631,2.172321,5.823795,4.13252,4.785553,5.742798,7.040683,4.50447,3.004845,3.813939
H3C12,5.62036,0.504348,1.547299,3.842953,2.182125,0.486961,2.177374,0.999937,0.458652,0.467853,0.347387
SND1,29.505911,26.513496,19.018597,42.210457,18.192879,49.790947,38.783798,56.758396,25.815914,44.371681,34.92495
ZNF785,2.095348,1.253083,2.438363,2.490187,1.445444,3.604156,1.877924,1.854449,1.279134,2.139266,1.353091
SULT1A2,0.028779,0.561139,0.075273,0.014086,0.071238,0.089548,0.213101,0.067602,0.051227,0.032708,0.159993
NEK5,0.123695,0.571463,0.192153,0.630412,0.338439,0.352008,0.469906,0.892289,0.832903,0.205366,1.542732
PSMD12,7.485556,9.073608,7.899566,10.468059,4.672367,10.296961,7.292312,10.031119,5.945337,11.863472,4.889942
MAGEA6,1.032134,0.003995,0,0.274522,0,0.039416,0,0.052646,0.011999,0.003563,0
ADGRA1,0.373434,0.418271,0.567333,0.167465,0.051787,1.820867,0.493014,1.040027,0.072786,1.189268,0.756968
PIWIL2,0.043342,0.432407,0.015235,5.711522,0.019187,0.026709,5.133085,0.033071,0.006976,0.014667,0.158157
NOL4L,2.37832,3.063009,0.631387,1.567076,1.105104,5.597445,1.279994,9.404514,2.890574,7.778323,5.044919
CYSRT1,0.123144,0.53711,0.210535,0.332492,0.047235,0.266181,0.781201,0.227881,0.119131,0.172104,0.144909
SLC22A4,0.524613,0.765382,0.135293,1.001675,0.654461,0.698303,0.22125,0.833385,0.340349,0.940454,1.302162
ZSCAN5B,0,0.001646,0.004655,0.001339,0.019398,0.008052,0.004049,0.00952,0.009183,0.002754,0
ENTPD4,11.566548,7.869794,6.599392,8.41756,6.058174,12.345231,11.135,10.953929,5.121507,15.382977,5.927504
C1D,6.630697,3.607574,7.745242,4.931013,1.197477,4.457375,3.132952,3.424301,1.880185,6.399482,1.322601
TBC1D9B,2.928062,4.664392,1.89879,4.208211,3.352011,3.923713,3.817793,4.840798,3.458668,3.725447,3.509642
OR1J2,0,0,0,0.048791,0,0,0,0,0,0,0.018233
H4C11,13.630668,16.129286,6.313137,59.283173,13.646953,19.101654,15.321269,23.723463,10.01114,14.370488,2.243567
SLC2A7,0.002603,2e-06,0,0,0,0,0,0,0,0,0
FAM110D,0.092234,0.159605,0.106594,0.054136,0.051144,0.241012,0.532092,0.207602,0.049621,0.137756,0.066366
SERPINA1,0.372175,0.77653,0.725351,0.103179,0.016616,0.373252,0.384044,0.058276,0.260602,0.024546,0.245149
TPSB2,0.06488,0.0963,0.538437,0.243616,0.012787,0.245342,0.670556,1.781104,0.145494,0.061478,0.046696
KANK2,2.040578,1.806895,2.269892,2.275224,1.297014,3.710376,5.940259,2.650167,0.54708,4.024755,1.648717
C6orf141,0,0.603093,0,0.034204,0,0.008416,0.314482,0.010099,0.113626,0.015645,0.063872
GTF2E2,3.606189,4.813138,3.58475,4.162934,2.032516,2.605234,4.954494,4.053272,2.363028,4.31948,2.833629
IL27,0.010142,0.047925,0.004349,0.007977,0.00984,0,0.034733,0,1e-06,2e-06,0.014229
GUCA2A,0,0,0,0,0,0,0,0,0,0,0
RAD54B,0.917473,3.359689,0.97177,4.499522,1.782384,1.569336,0.805558,1.920118,0.709949,2.062258,1.171211
ZNF165,0.675009,4.304234,0.511276,2.924445,1.964298,1.142577,0.427209,1.985972,1.064962,0.826145,0.955449
SYNGAP1,1.397079,2.649072,2.067522,2.438702,1.961528,3.622822,2.580965,1.575971,1.279884,1.683088,1.732821
FITM2,3.363037,2.772222,2.765136,5.90329,3.308825,6.2498,4.049628,7.200838,1.988094,10.221701,2.48282
BLM,0.743531,0.124712,0.084251,0.037902,0.28917,0.511246,0.167563,0.0467,0.040231,1.716592,0.215105
ZNF720,3.040154,2.348871,2.812343,2.400614,0.815713,2.682793,2.55847,2.692338,2.385206,2.711402,1.224065
OR10D3,0,0,0,0,0,0,0,0,0,0,0
DDI2,2.644339,3.009739,2.599473,2.861081,1.659983,4.84584,2.311038,2.77296,2.070225,3.555544,1.841443
SVIL,2.95891,2.029768,1.028354,2.266958,2.654393,0.968801,3.066223,0.480965,2.701541,1.001032,1.662832
TRIM33,4.426836,8.36072,5.418162,5.085299,3.382678,5.228536,4.448945,3.977085,3.687243,7.589894,3.652121
LRP10,2.53652,4.334666,1.496879,2.353759,4.158265,2.823822,4.457962,4.783042,1.119793,2.924118,2.440212
PELI1,10.068534,10.376632,7.6291,12.727553,6.050988,9.344197,8.632773,7.307338,3.515358,9.255428,4.332402
ZNF655,12.065858,10.326802,13.969338,17.311396,12.818164,15.073725,11.371485,19.636698,10.483959,14.589057,13.646064
MRPL21,6.815742,9.505515,7.363956,10.532277,2.868242,8.568604,7.094856,12.130147,5.595011,8.044533,6.985443
LYPD2,0.039801,0.035293,0,0,0,0.034975,0,0,0.018498,0.035766,0
UAP1L1,1.987721,1.901231,1.18291,0.772925,0.452203,3.853349,1.966107,0.575074,0.528044,1.71751,0.819225
ZNF98,0.004672,0.017158,0.202944,0.010232,0.003645,0.018986,0.005255,0.003721,0.002378,0.029844,0.185721
FBXL22,0.328884,0.201665,0.391424,0.558237,0.307203,0.370153,0.266245,0.214825,0.535407,0.320188,0.2556
ZNF786,1.170369,1.652442,0.976857,1.806188,1.067548,1.953962,1.251986,2.340705,0.924371,1.358134,2.120886
ZNF517,0.960737,1.14764,1.005196,1.369693,1.610661,1.76929,2.106477,1.291642,1.139232,1.684455,2.360928
S100A7L2,0,0,0,0,0,0,0,0,0,0,0
ZNF675,2.314477,1.054445,3.628504,2.556609,1.901942,2.465208,3.582268,3.024644,2.170649,2.716059,2.298145
SLC22A5,2.103918,3.620883,1.543521,5.219981,3.286047,3.067584,2.268309,3.517031,1.432798,3.230006,2.05764
DACT3,2.489137,1.118627,0.615152,0.216326,0.240215,1.049527,1.057717,0.638956,0.053893,0.933083,0.441384
ADARB1,1.237562,0.974946,0.903445,0.378832,0.964219,1.625336,1.441812,0.905531,0.498965,2.097874,1.675294
ZNF860,0,1.190571,0.038752,0.565737,0.100008,0.053692,0.196739,0.724765,0.439263,0.172453,0.71782
HTT,3.7666,5.843626,3.357636,7.172192,6.59577,5.813291,7.400332,8.835205,6.654164,5.716252,5.86412
OR6N1,0,0,0,0,0,0,0,0,0,0,0
C5AR1,0.740027,1.124537,0.749119,1.266046,1.476534,0.913808,1.051686,1.213409,2.653271,0.415643,1.283368
DIO3,0,0.008943,0,0,0,0,0,0,0,0,0
CYP2B6,0,0,0,0,0,0,8e-06,0,0,0,0
H3C4,12.747047,6.319912,0.891909,15.039635,3.514726,0.703529,4.51,9.559586,6.861038,0.417783,3.478585
DCHS2,0.039536,0.218629,0.004879,0.01171,0.003416,0.018069,0.062332,0.001656,0.003257,0.002409,0.003149
VEPH1,0.015609,2.380797,0.018134,0.680101,0.644621,0.212118,0.304393,1.744889,0.457245,0.079583,0.943199
FABP12,0,0.049588,0,0.005171,0,0.0274,0,0,0,0,0.069849
SHPK,1.591728,1.722356,1.055854,1.81677,1.25486,1.632385,1.458485,1.818373,1.326165,1.061328,1.545599
OR51D1,0,0.00515,0,0,0,0,0,0,0,0,0
IPP,3.81565,2.966941,3.404263,5.76651,1.326554,3.872294,2.564259,3.017415,1.881854,6.468341,2.089862
OPALIN,0,0,0,0,0,0,0,0.009135,0.004214,0,0
OR13G1,0,0.021198,0.030974,0,0,0,0,0,0.024183,0.031447,0
MAP3K5,19.666599,11.60432,15.881723,5.626082,17.322046,17.111162,2.625437,18.83761,7.487257,8.778915,3.644813
OGDHL,7.548781,10.695115,6.171553,9.041055,5.03714,12.449428,10.553637,7.175176,6.785115,8.556596,4.648163
CYP2F1,0.008992,0.02147,0.008085,0,0.042331,0.009937,0.07471,0.013827,0.042677,0,0.064818
GSTK1,12.881682,16.714764,12.151536,13.020493,5.824215,18.347332,19.607128,23.520075,5.049506,16.494415,13.299882
HNRNPAB,19.000786,15.979369,13.043236,34.939037,13.041615,27.98369,17.91543,29.444895,9.916098,23.753296,11.298606
OR2L5,0,0.109263,0.113601,0.044198,0.016118,0.023069,0.078727,0.047742,0.006804,0.016593,0.438996
STMN3,14.617712,21.631437,5.685426,16.221336,17.718325,13.273429,14.541082,17.342745,7.292739,19.201862,10.624521
PDGFA,1.568556,3.314465,1.109259,1.41124,1.430922,2.633628,4.684283,2.027526,0.67625,2.790895,1.407056
GYPE,0.100192,0.120257,0.045537,0.013748,0.076123,0.046077,0.060815,0.045495,0.032005,0.003684,0.109448
COL13A1,0.029678,0.410467,0.000989,0.015331,0.012829,0.011092,0.239372,0.018679,0.012355,0.018407,0.043718
SPN,0.345491,0.116441,0.103329,0.120314,0.13756,0.111546,0.471019,0.165383,0.164144,0.05367,0.079981
ZNF695,0.041592,0.00027,0.030472,0,0.01314,0.029664,0.011766,0.022679,0.005903,0.00602,0.026505
PCDHB11,0.544363,0.996679,0.304637,3.37697,4.64363,0.630353,0.671085,1.385926,0.686548,0.623975,0.867318
ZNF628,1.091133,0.911889,0.802368,0.907516,0.910637,1.756731,1.092776,1.423006,0.555984,0.897914,0.98345
GALP,0,0,0,0,5e-04,0,0,0,0,0,0
SLC2A10,2.735428,1.265212,3.724316,0.870399,1.157338,2.604985,0.80693,2.608277,1.024699,3.545355,1.062044
ZNF665,0.740011,0.645155,0.672809,0.205054,0.021723,0.358402,0.179502,0.737456,0.692626,0.363052,2.066617
RPF2,2.469837,1.715674,1.478594,2.99836,0.911425,2.857241,1.630832,3.037475,1.461246,3.254833,1.643164
SLC28A3,0.07183,0.082255,0.0329,0.363501,0.208286,0.084829,0.090888,0.605123,0.116507,0.124966,0.457331
FAM177B,0.013252,0.017336,0.007439,0.011731,0.011226,0.006952,0.039509,0.003868,0.013505,0.001091,0.033078
MIB2,3.99574,11.142477,3.539179,6.422762,3.751604,5.517463,8.658864,3.751442,5.148505,4.014395,3.893542
OR6Y1,0,0,0,0,0,0,0,0,0,0.001578,0
MYO5A,5.09577,9.974216,4.384365,9.075097,10.371887,8.498036,5.275841,6.87851,5.506927,11.233788,6.393993
GZMM,0.185257,0.183967,0.114372,0.076345,0.074989,0.179804,0.432011,0.116867,0.058372,0,0.025239
ATG7,3.695702,3.135329,1.4432,3.785841,1.54917,2.40825,3.220456,1.920554,1.571128,1.761871,3.291344
SIPA1L1,1.181458,4.236215,0.742333,2.610224,2.225462,0.792222,2.520202,2.024928,4.971805,1.332997,0.323852
TTC30A,3.007362,2.124233,3.188267,6.256989,1.978526,5.239676,3.291779,3.205104,2.761071,4.344469,2.850857
ELANE,0.018935,0,0.009759,0,0.007424,0,0.026329,0,0,0.011034,0.016431
RAB40C,2.735426,2.791456,1.463903,3.591198,2.707629,3.368166,2.342717,1.902988,2.320858,2.87669,1.330762
PIGN,3.642701,5.555932,3.337567,4.803667,2.319569,3.609649,4.517437,3.44206,4.050164,4.562016,4.038916
COL4A6,0.00184,2.73542,0.004429,0.010342,0.002596,0.018558,0.085559,0.003694,0.010374,0.005135,0.015057
ZNF624,0.870504,0.525569,1.145145,0.720425,0.683149,0.862532,0.876932,1.014425,0.453179,0.840491,0.926685
HOXA4,0,0,0,0.208843,0.012724,0,0,0.170877,0,0,0.025061
TOPORS,6.190169,7.111003,4.852553,6.993286,3.015393,8.410752,6.160804,9.002232,3.633516,7.187592,4.582966
BCO2,1.487006,1.593443,0.684378,2.329501,1.226704,1.619647,1.187984,3.159088,2.509458,1.240586,5.06184
KCNMB2,2.283952,0.429879,7.313955,4.477594,2.881124,6.134801,3.209761,5.476185,2.131548,6.448975,1.816809
ENTPD6,9.393634,11.514755,4.716691,10.32308,10.74638,9.562131,10.497861,9.151009,5.496697,28.876135,7.963953
DMBX1,0,0.046673,0.004151,0,0,0,0.006986,0,0,0,0
OR11L1,0,0,0,0,0,0,0,0,0.025691,0,0
ENPP1,32.680431,6.177007,14.997369,29.961771,17.68919,55.545891,25.11854,24.994062,9.195773,61.06076,15.272932
CCDC154,0.145571,0.455737,0.275339,0.397179,0.182185,0.354537,0.512901,0.157233,0.243988,0.095378,0.390729
FAR1,6.784413,9.563596,7.82612,8.598623,3.305689,7.410797,6.157493,8.956222,6.373013,8.270052,7.841945
CPLANE1,3.550032,5.199214,3.812464,3.870684,5.126369,3.374034,3.219816,5.310371,4.329789,3.770014,5.123489
ZNF841,6.606961,6.063396,7.969694,9.15597,12.496685,11.110789,10.116125,8.489244,7.788085,8.448668,7.369318
MFAP5,0.002107,0.546751,0,0.001145,0.025365,0.004334,0.070118,0.004568,0.024156,0.001546,0
MYH6,2.308558,0.847579,3.088216,0.195615,2.982916,1.923272,0.636668,0.545476,0.216774,0.785324,0.392492
ZNF615,2.468457,3.019194,2.405773,2.762581,2.663477,3.560662,2.67487,3.57996,1.708839,2.923674,2.021053
EOLA1,3.502482,8.116378,2.324921,4.235171,3.00994,4.231783,2.164695,5.779467,2.199277,3.133027,3.89537
CDC42SE1,8.374715,12.955468,7.404478,10.844477,7.575554,9.004004,9.296251,8.095216,5.508273,8.280017,4.342434
MPEG1,2.856379,1.719976,2.755418,1.60592,1.117666,3.470316,5.60471,2.669637,0.799899,1.223773,1.604882
SERPINB2,0.002406,0,0,0.002505,0,0,0,0,0.004427,0,0
DPP4,0.026506,0.109152,0.007905,0.005625,0.071739,0.024217,0.02843,2.377761,0.638035,0.012277,0.017175
SERPINB13,0,0.029114,0,0,0,0,0.004638,0,0,0,0
PDCD1LG2,0.094688,0.246443,0.055912,0.076954,0.099091,0.098712,0.360758,0.111,0.074393,0.071079,0.105166
ZNF433,1.534962,1.862296,1.362495,1.678902,2.449478,2.428723,2.967657,3.849774,0.62302,1.840947,2.298253
CCER1,0,0,0,0,0,0,0,0,0,0,0
DNAH10,0.015158,0.103893,0.034005,0.037464,0.038354,0.027233,0.051983,0.047116,0.029069,0.034118,0.084081
SLC22A24,0,0,0,0,0,0,0,0,0,0,0
OR51C1P,0,0,0,0,0,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0,0,0,0,0,0
SPTAN1,16.74337,23.841026,13.24891,23.405691,20.926331,24.922094,25.674437,24.667788,19.376179,21.237003,16.909441
NMB,2.990159,2.099058,1.165057,2.526398,3.349125,1.635758,2.482051,1.41543,0.525418,1.92574,0.598943
PARVA,1.161218,4.889626,1.138006,0.425677,0.690492,2.051906,3.890164,0.61713,0.41603,1.238646,0.582107
KLHL14,0.004389,0.026276,0.013722,0.001435,0.008158,0.007066,0.023149,0.009301,0.004216,0.006273,1e-06
OR6C74,0,0,0,0,0,0,0,0,0,0,0
FAM114A1,11.470639,7.47527,9.837584,9.778318,14.887452,17.051811,17.572863,15.639169,8.895752,12.114002,7.070459
RPE,8.023679,11.788429,6.980854,10.031481,6.258776,8.179235,7.389924,8.48382,6.756655,9.294426,5.91597
ZNF460,12.207663,17.508678,11.391429,16.414291,30.869658,16.915188,18.697668,17.819368,18.25572,17.106564,13.573173
CR1L,0.003599,0.092224,0.003334,5.9e-05,0.003237,0.003192,0.005357,0.000746,0.004949,0.003448,0.00216
PHF2,5.308226,6.363142,3.864568,8.14938,5.287313,8.639718,9.437067,13.467248,4.116086,5.740234,5.958903
RPS26,38.392078,45.714893,64.557922,45.948589,13.454955,35.916935,30.422983,53.650433,30.89517,45.920086,24.854206
SCGB1D4,0,0,0,0,0,0,0,6.4e-05,0,0,0
PSAP,108.145386,86.466507,62.569332,121.31086,61.08683,137.769424,199.622421,105.373436,50.876286,112.782654,73.523918
S100A10,2.056549,7.075321,1.180577,0.960083,0.942842,1.783808,6.450618,0.859618,0.539875,1.47113,0.342729
CFAP43,0.889827,2.010973,1.17155,1.866469,0.227912,1.99157,1.533257,1.472278,2.924855,1.083603,3.026662
LHFPL5,0.666501,1.016859,1.29971,0.317408,1.055823,1.51059,0.175977,0.617543,0.37702,1.590814,1.487715
RPL37A,87.788643,48.305485,58.771088,95.72995,10.935145,93.291512,44.186348,43.744907,16.707928,125.818001,21.166285
HOXC6,0.000666,0,0,0.002104,0.00787,0,0,0.104807,0.00101,0,0.01615
TXNRD3,1.933758,2.581726,2.523151,4.176058,1.199024,3.801668,3.428016,4.862743,1.85336,3.666133,2.696709
CFD,0.069857,0.399646,0.138532,0.330883,0.281,0.196766,0.626031,0.186094,0.135291,0.118793,0.177915
STPG3,0.034273,0.213815,0.061968,0.155714,0.072217,0.054331,0.125419,0.077659,0.069452,0.03281,0.15002
MAP1LC3C,0.038392,0,0.012518,0.00491,0,0,0.027154,0.012916,0,0.048303,0.021379
MCMBP,5.033246,4.666676,3.717642,4.59178,1.722165,5.696622,5.029323,3.611134,2.200264,5.956221,2.82296
EME2,1.361342,4.91467,1.409523,2.339335,2.223346,1.78693,4.263155,1.741279,2.322903,1.21649,1.339064
KLHDC1,4.030937,2.645467,6.252139,3.397836,4.482605,4.751403,3.999236,4.263678,3.206803,4.762042,1.99971
ZNF81,1.585575,1.915409,1.636629,2.198171,1.655005,2.18123,1.355631,3.257682,1.991341,2.169524,2.654493
TAF13,31.45878,14.148604,23.424187,25.387716,4.224985,35.211868,16.659918,16.290169,5.147396,40.13509,3.104616
ZNF780A,1.978498,3.862859,2.723036,4.701615,1.559011,6.338281,2.274738,6.046781,1.570181,4.944936,2.523042
ATAD3A,2.561323,3.128147,2.797239,5.262291,1.986471,5.796052,3.629178,3.092555,2.609839,3.611503,1.735463
OR5B17,0,0,0,0,0,0,0,0,0,0,0
OR52M1,0,0,0,0,0,0,0,0,0,0,0
FAM118B,4.107364,3.527178,3.009658,3.801804,1.584269,4.589368,2.962394,5.222742,2.59525,3.579905,5.024447
ZNF461,2.193798,2.415673,2.865066,2.518744,2.564381,2.343904,2.56846,2.21671,2.328903,2.459285,2.230815
CCDC180,0.455343,0.987768,0.591257,1.711249,1.043295,0.776046,0.480782,1.422837,1.347957,1.008257,3.285377
SLC9A8,1.414873,1.689736,1.411274,1.944856,1.934891,2.071266,1.688786,1.703621,1.728544,2.613425,1.551823
OCLN,0.00755,0.494671,0.015881,0.457899,0.32346,0.078732,0.214477,0.560592,0.111412,0.111366,0.504537
CFAP299,0.00065,0.047032,0.057607,0.038448,0.000158,0.001247,0.000774,0.28534,0.002196,0.105873,0.175527
H4-16,6.124049,15.124701,9.213765,9.040533,16.561441,8.317227,3.674534,12.847684,8.769537,10.984742,12.296782
CYP2A13,0,0,0,0,0,0,0.000334,0,0,0,0
ZNF181,4.356792,2.976658,4.238951,5.124046,3.56188,5.674688,4.530194,4.147984,2.181567,4.926441,2.483578
OR8G1,0,0.004175,0.007472,0.003422,0,0.031849,0.024748,0,0,0.006014,0
INKA2,0.559242,0.232662,0.775239,0.597326,0.375017,1.296741,0.353471,0.306904,0.114016,0.85555,0.33322
ZNF44,1.829592,1.563025,1.916986,2.335401,0.914179,2.775803,3.822085,2.104988,2.484243,1.712922,2.184277
GPAA1,5.14788,9.105471,3.39405,6.551401,5.576257,5.033172,8.780638,6.385801,3.696221,5.278768,2.959626
ADAMTSL2,0.34367,2.176691,0.467426,0.052946,0.764365,0.894951,2.156596,0.444986,0.273066,0.452634,0.467994
SGTB,3.834411,4.410244,5.193406,4.234607,3.076312,9.168725,2.374231,4.867062,1.497652,7.548525,2.824977
ZNF790,2.178586,2.451495,1.599045,2.879129,3.060122,2.714463,2.075733,2.551779,2.319645,1.94798,2.617635
PRB3,1e-05,0.05561,0.008293,0.008678,0.040885,0.000679,0.023795,0.008537,0.026697,0,0.045546
CYRIA,5.447268,5.252922,5.020516,9.678664,3.553869,5.278044,5.674952,5.82942,2.670669,3.957962,3.484852
MYO1C,4.348632,5.684292,3.434872,1.459227,4.077187,7.967459,5.062729,5.197191,0.888611,5.647739,5.555331
NKIRAS1,6.016344,7.329595,7.109004,13.652715,4.224586,9.446426,5.584188,7.12393,3.380942,10.410218,3.468996
OR1S2,0,0,0,0,0,0,0,0.00398,0,0,0
UGT2B17,0,0,0,0,0,0,0,0,0,0,0
MEIG1,0.33964,0.353993,0.995886,0.367348,0.010284,0.447417,0.930122,0.236943,0.378011,0.516157,0.111281
SLC22A12,0.005902,0,0.004848,0,0,0.001587,0,6.4e-05,0,3.6e-05,0.000237
KIF13B,2.589899,4.022708,2.247958,4.468287,6.335915,5.733578,4.729977,8.485669,2.987187,4.886145,4.328199
NRAP,0.255475,0.04117,0.160138,1.39671,0.244191,0.427676,0.045121,0.448061,0.281509,0.4086,0.398077
ADH5,21.631573,16.063843,21.717379,21.112343,6.307369,28.907446,24.15033,20.043156,6.326644,27.655369,9.39629
SLC22A6,0,0,0,0.00392,0,0,0,0,0,0.014824,0
H2BC12,18.864824,9.095014,17.784,34.486023,30.076872,26.586079,22.944729,35.158173,9.570088,1.064621,9.204798
TEAD4,0.211534,0.026538,0.090441,0.13097,0.309146,0.149471,0.542007,0.442097,0.053487,0.337472,0.215008
SPG7,4.576123,9.737568,7.921863,9.158911,9.251481,10.285907,12.945177,8.758013,6.228369,4.484031,7.874698
HRNR,0.113727,0.447435,0.019286,0.082515,0.468098,0.217488,0.192623,0.31475,0.057061,0.107132,0.026501
IFNA1,0,0.134982,0,0,0,0,0,0,0,0,0
HES5,0.016402,0.496908,0.023314,0.022353,0.054748,0.010936,0.10547,0.060884,0,0.022788,0.031602
ZNF677,1.01493,4.578973,1.090143,2.865865,2.685243,2.272709,2.943441,5.861844,3.373101,1.436352,3.973689
ERO1A,5.243013,8.54114,4.652538,11.527905,9.033314,8.890274,5.514209,8.862387,4.269253,8.170129,4.100582
ZNF823,0.69592,0.606955,0.824536,0.366927,0.36138,0.595987,0.59722,0.850606,0.142534,0.700833,0.458233
ZNF347,1.566847,1.343484,1.641399,2.066049,1.160591,2.520127,1.522679,4.06698,2.471492,1.590982,1.949567
OR5H2,0,0,0,0,0,0,0,0,0,0,0
PLCG2,0.528473,0.481418,0.348251,0.036019,0.562334,0.066629,1.026821,0.083036,0.092527,0.261482,0.274757
FCHSD1,1.352944,3.86468,1.945579,3.964023,2.059433,2.973803,4.128695,4.148315,2.135677,2.457348,5.823469
ZNF71,0.764856,1.131382,0.714034,1.256213,1.552205,1.438313,1.777329,1.515274,0.879185,1.10538,1.574325
AADACL2,0.090403,0.004547,0.007585,0.00337,0.002534,0.013184,0.004017,0.000486,0.003849,0.07653,0
S100A6,102.896103,30.87672,111.830925,37.192776,4.477431,89.359566,79.242317,10.689458,4.372591,112.771797,10.159105
RPL12,202.544098,125.974747,165.151031,290.122406,71.114487,314.897186,173.040924,216.682724,105.568649,297.968964,83.315811
DNM3,5.542087,9.343147,3.465878,4.982745,7.001678,6.03708,4.687336,4.09957,3.420202,5.855999,2.904872
ZNF121,4.444012,4.664323,3.93467,5.616081,6.570217,5.922523,4.755368,5.619591,3.470231,6.303783,3.252257
MPZL1,14.548788,7.806451,9.164869,10.956561,7.931399,12.798183,17.445459,9.047905,4.659536,20.427999,3.974183
VPS13A,6.754789,9.240105,3.06212,13.441042,3.736562,5.72192,6.626364,7.694753,8.032565,5.992462,6.961946
MBP,0.51715,7.035398,0.423829,3.058981,1.25426,0.159051,2.637223,2.843619,1.622045,0.300677,2.194103
AKAP17A,2.382995,3.158928,2.227396,3.093922,1.931448,4.011902,3.13453,2.597677,1.72244,2.300267,2.259467
ELOVL2,0.092189,0.761594,0.034138,0.146765,0.385615,0.062503,0.729993,0.366956,0.164004,0.343868,0.045518
GOLGA6L9,0.10145,0.312983,0.12356,0.224592,0.181398,0.15674,0.122083,0.133564,0.467045,0.206345,0.270578
LEKR1,0.22295,0.512078,0.272753,1.066626,0.100258,1.361269,0.269253,0.23314,0.481015,1.638169,0.936061
C1orf122,20.421352,8.838514,20.270561,15.314066,6.528161,21.415258,11.963008,11.347671,8.88151,20.788181,6.759267
AL592490.1,0.124339,0.424292,0.082023,1.803862,0.027452,0.022676,0.15529,0.0057,0.024551,0.073415,0
CLEC9A,0.073934,0.081694,0.024152,0.008827,0.009246,0.049166,0.081391,0.10121,0.079738,0.010905,0.075529
KEL,0.063046,0.03302,0.016135,0.008115,0.001729,0.016289,0.178202,0.039314,0.008223,0.00845,0.086762
NOL8,3.410814,3.587346,2.61047,4.013088,2.323293,3.371162,4.222047,5.499713,3.964907,3.787643,3.950174
IRAK4,1.832703,2.499774,2.024473,2.223537,1.340889,1.765741,2.401585,2.986044,1.351614,2.057429,4.696023
CCDC151,1.339789,1.018296,0.508506,2.695646,0.391537,3.478296,1.467458,3.03442,0.979431,1.041139,2.315054
DLGAP2,0.50383,0.493746,0.615045,0.385402,0.096126,0.830617,0.361127,0.349078,1.240259,1.149806,0.811473
MRPL42,3.215266,3.326553,3.302935,5.53681,2.042897,4.809467,4.375812,4.510188,2.672161,4.723144,3.653141
ENTPD7,2.493388,2.285465,1.628343,2.11554,1.234571,2.899436,1.741181,2.198344,2.051823,2.344589,1.857188
FCGR1B,0.025197,0.03857,0.035489,0.051621,0.105034,0.025834,0.238269,0.065785,0.048469,0.015581,0.071551
SPANXA1,1.9e-05,0.008444,0.014263,8e-06,0.012857,0,0,0.000825,0,0.002626,0
ZNF335,2.299693,2.77555,1.902544,3.274249,2.946331,3.432827,3.647458,2.994245,2.418815,3.039001,2.399629
ZNF560,0.2454,0.008207,0,0.011335,0.084922,0.006112,0,0.656378,0,0.005803,1.08231
TUBA3C,0.092173,0,0,0,0,0,0,0,0,0,0
RPS4X,247.123627,169.505585,149.541672,222.327988,51.48642,304.929871,88.094154,218.167114,93.580139,415.241089,107.176765
ZNF273,0.53965,0.25269,0.635627,0.665784,0.470079,0.389395,0.584402,2.022602,0.393976,0.260665,1.635057
ZNF84,3.779007,5.127332,4.712935,5.534937,2.791198,5.779556,7.025165,5.270083,3.798156,5.341196,6.944007
MAK16,4.158992,4.24761,3.538614,4.743788,2.426852,4.914064,4.560372,6.822841,2.988659,6.435303,3.222641
ZNF667,8.893545,2.981356,2.756921,8.44583,3.216398,7.426496,3.072456,1.738694,4.100742,3.116564,1.726056
AVPR1B,0,1.522587,0.003306,0.013696,0.003797,0.011365,0.206124,0.029965,0.026255,0.007843,0.022883
SIRPA,1.633731,3.075994,0.790104,0.339069,0.439701,1.703338,2.829478,0.783193,0.303624,1.769811,0.519786
GRK6,1.914106,2.376885,1.314256,4.316338,0.885699,2.260031,1.518042,3.381857,1.424994,1.417045,1.964401
PRIM1,1.644079,1.277415,1.127823,3.10923,0.493229,3.600919,1.711599,2.820606,1.35609,2.351195,1.84649
MARCHF5,2.704885,3.143882,2.637779,1.928374,1.360919,2.889592,2.316602,2.113985,1.445182,3.163301,1.147768
POTEH,0.000582,0,0,0.032831,0.007381,0,0,0,0.002037,0,0
NPIPB13,0.427958,0.572627,0.606097,0.282308,0.557199,0.319963,0.58001,0.874956,0.86325,0.249829,0.97833
AKR1B10,0.079648,4.584995,0.52402,13.578969,8.010533,1.816016,1.844963,14.784639,1.62316,1.975998,3.522965
SULT1C4,0.192971,3.603922,0.056012,0.068692,0.149632,0.094547,1.293376,0.385478,0.092844,0.221417,1.093963
CYP2A7,0.049381,0.118926,0.011887,0.073736,0.099514,0.125524,0.187556,0.082992,0.29125,0.009573,0.327701
