Geneid,0P1,0P2,0P3,20P1,20P2,20P3,8P1,8P2,8P3
1-Oct,1061,1013,1055,947,1049,858,1158,916,958
15S_RRNA,8,21,38,28,14,18,28,30,28
21S_RRNA,152,198,112,71,217,172,221,381,209
24-May,202,107,73,357,336,233,556,271,478
AAC1,3477,3310,2905,13837,12385,12110,16740,14216,13270
AAC3,210,283,248,38,116,95,87,149,131
AAD10,4915,4862,4065,9397,9968,9213,14807,12079,10678
AAD14,2190,2010,1883,2664,2759,2106,3021,2585,2351
AAD15,558,804,536,596,558,404,646,534,407
AAD3,4134,3892,3338,2470,2313,1801,2784,1967,1904
AAD4,3473,3915,3302,3729,4009,3399,6948,6323,5671
AAD6,5422,5198,5135,4311,4548,3564,6523,5681,5405
AAH1,2671,2066,1643,1952,2126,1667,2118,1717,1545
AAP1,2127,2470,1967,2151,2014,1940,2644,2483,2218
AAR2,211,201,247,356,414,339,461,243,433
AAT1,1402,987,685,1615,1525,1392,2462,2004,1900
AAT2,6133,5985,5982,5287,5210,4523,7102,6142,5592
ABD1,2649,2861,2648,2159,2333,1561,2638,2740,2072
ABF1,1362,1211,1166,601,724,657,859,732,678
ABF2,2217,2795,2178,1856,2525,2088,2536,2279,2224
ABM1,69,104,28,213,160,213,280,187,230
ABP1,3563,4115,3628,2278,2185,2098,3622,3153,2823
ABP140,1456,1503,1220,412,569,469,657,576,735
ABZ1,2878,2521,2044,2363,2151,1917,3323,3035,3108
ABZ2,992,1034,991,913,1016,771,1073,962,907
ACA1,873,710,540,721,933,721,876,798,698
ACB1,11141,11693,10778,4155,5359,4542,5058,5342,4701
ACC1,14469,14791,14725,7820,9240,7939,9129,8436,7317
ACE2,949,617,700,679,770,657,1064,795,676
ACF2,1482,1182,1041,1496,1533,1060,2005,1837,1622
ACF4,379,439,302,352,434,359,701,525,622
ACH1,4125,3707,3645,13339,12181,10267,23552,17912,19412
ACK1,1356,1081,883,1149,1150,882,1606,1270,1202
ACL4,1908,1925,1554,1090,1232,1018,1264,1092,944
ACM1,422,646,394,43,129,97,175,158,114
ACO1,15191,16725,16080,12464,14397,11434,16943,14080,13241
ACO2,2705,3000,2816,2031,2012,1612,3217,2270,2520
ACP1,4752,5501,4403,3652,3845,3729,4861,4099,3498
ACS1,3079,2400,2541,39009,41174,36130,51793,42273,42116
ACS2,1751,1457,1189,1160,945,763,1369,1083,1212
ACT1,19622,21873,20152,10615,11813,9810,14160,12831,11296
ADA2,496,394,264,279,296,237,659,499,570
ADD37,326,267,231,188,274,187,426,274,327
ADD66,480,537,410,431,497,541,633,557,414
ADE1,1441,1265,1127,2164,2209,1874,2250,1713,1810
ADE12,2406,2279,1908,1503,1913,1673,2273,1741,1562
ADE13,2522,2091,1758,2039,2014,2009,2754,2138,1961
ADE16,4232,3916,3697,7679,8065,7095,11727,8771,9237
ADE17,1049,845,694,1939,2571,1838,2102,1628,1615
ADE2,1087,1553,1078,1633,1712,1682,1980,1859,1886
ADE3,9994,8580,7824,10087,10516,8544,16461,12572,12731
ADE4,2983,3246,2354,2383,2733,2483,2274,2218,1879
"ADE5,7",5521,4617,4486,6263,6647,5484,8431,6392,6634
ADE6,8414,9098,8286,4513,5133,4918,5630,5208,4571
ADE8,3588,4649,3640,6873,8174,7359,10846,9812,8577
ADF1,0,0,0,0,0,0,0,0,0
ADH1,138194,167304,161128,69995,71773,64638,83599,85488,67824
ADH2,13701,13367,12377,176945,210610,197669,219323,207946,180662
ADH3,9131,11081,9702,8392,9198,7930,14240,14223,11643
ADH4,4040,3848,2911,3544,3904,2807,4321,3541,3382
ADH5,2155,2300,2092,1847,2474,2231,2796,2389,2171
ADH6,33908,39202,37696,5471,5943,5061,8272,8575,6857
ADH7,433,308,233,935,793,607,1264,465,691
ADI1,628,641,375,803,1276,1225,1806,1300,1211
ADK1,8942,11474,10262,2967,3340,2936,4067,3931,3264
ADK2,381,325,336,290,499,437,722,605,539
ADO1,9868,10246,8888,7335,7802,6363,10553,8665,8690
ADP1,5457,6069,5288,5147,5987,5219,7447,6592,5863
ADR1,1752,1494,1135,2633,2465,2221,3401,1743,2380
ADY2,2742,2250,1889,53476,65105,59278,51722,43982,36943
ADY3,1229,1088,951,1086,1090,826,1204,953,994
ADY4,2392,2421,2089,1460,1976,1482,1925,1631,1610
AEP1,3107,3065,2466,3255,3636,2847,3915,3211,2754
AEP2,2576,2429,2327,1544,1278,1215,1858,1781,1542
AEP3,540,324,361,1163,1208,1035,2348,1639,1766
AFB1,2354,2151,2026,523,689,708,634,633,658
AFG1,13382,13769,12484,7085,6907,6128,9839,8204,7590
AFG2,2865,2818,2192,1554,1543,1427,1924,1531,1566
AFG3,2634,2257,1802,2254,2386,1979,2915,2347,2202
AFI1,722,791,622,702,857,578,1125,719,812
AFR1,1560,1596,1222,2984,2778,2455,3742,2803,2812
AFT1,437,540,338,396,571,595,1333,700,1050
AFT2,240,263,210,833,1024,778,1398,1037,874
AGA1,387,191,167,227,306,249,498,275,365
AGA2,32,0,30,19,14,5,19,29,10
AGC1,1744,1441,1630,1316,1578,1358,1788,1588,1354
AGE1,836,437,446,753,791,593,1194,694,749
AGE2,292,395,378,319,363,389,530,534,387
AGP1,11640,13350,11983,4790,5808,5289,5359,4324,4052
AGP2,507,263,323,1710,1401,1307,3024,1692,2047
AGP3,1188,813,604,1533,1671,1249,2203,1265,1648
AGX1,5136,3881,2891,11168,11024,9717,13120,10493,10056
AHA1,6382,7351,7189,11706,11707,9727,13204,11015,10513
AHC1,993,521,472,2219,1919,1848,3064,1694,2213
AHC2,1558,1780,1453,3166,3149,2617,3655,3068,3312
AHK1,1699,2200,1630,1171,957,879,1326,1112,826
AHP1,7396,7590,6769,7023,8423,7748,9828,8314,8032
AHT1,191,80,114,161,87,97,142,105,68
AI1,346,351,218,115,147,239,316,356,266
AI2,127,66,83,42,65,34,152,101,83
AI3,0,0,0,0,2,0,0,8,0
AI4,15,0,0,0,1,7,4,0,0
AI5_ALPHA,0,0,0,0,0,0,0,0,0
AI5_BETA,0,0,8,0,0,0,0,0,0
AIF1,2147,2406,2160,1823,2013,1598,3033,2716,2329
AIM10,579,947,820,558,732,507,708,621,532
AIM11,367,393,343,495,552,386,682,491,499
AIM14,727,704,872,1062,1205,1199,1932,1425,1558
AIM17,822,733,484,6001,6159,4850,11023,7172,7918
AIM18,571,443,510,1114,1247,1040,1764,1189,1321
AIM19,2064,2128,1725,4809,5421,4802,4487,4405,3876
AIM2,3257,3326,2730,3371,3586,3277,4360,4147,3545
AIM20,795,1169,995,541,822,665,846,799,599
AIM21,2582,2464,2460,2749,2180,2286,3968,3738,3210
AIM22,705,573,723,663,472,379,505,567,383
AIM23,547,584,404,583,564,401,611,450,445
AIM24,1028,914,930,691,814,656,1299,1002,948
AIM25,1819,1818,2120,1351,1535,1282,1812,1687,1387
AIM26,604,788,674,438,429,347,732,663,714
AIM29,1240,1039,1136,758,982,867,853,787,647
AIM3,1475,1518,1065,1379,1313,1275,1867,1703,1446
AIM32,1107,1216,1098,555,821,635,1061,1047,752
AIM33,1816,1464,1438,685,927,763,1264,1209,967
AIM34,382,338,289,160,191,157,253,263,230
AIM36,2047,2325,2377,826,1175,982,1633,1552,1245
AIM39,1412,1737,1977,964,1306,1242,1662,1374,1292
AIM4,239,176,143,247,314,239,220,252,259
AIM41,1085,994,751,1787,2770,2218,1967,1564,1747
AIM44,1242,1241,1201,872,751,634,1061,881,892
AIM45,6223,5565,4876,3651,4283,3709,5299,4472,4041
AIM46,9360,8523,6440,12541,12802,11419,18278,13936,13631
AIM6,1636,1637,1574,2622,2154,1848,3353,2860,2555
AIM7,1992,2070,1786,1097,1445,1311,1662,1552,1291
AIM9,988,1187,985,1174,1270,1099,1696,1361,1471
AIP1,1795,1645,1882,2202,2688,2210,4199,2436,2993
AIP5,2584,2281,2232,855,836,890,1508,1248,1161
AIR1,365,185,165,351,293,218,403,225,238
AIR2,451,510,488,580,601,512,1017,840,757
AKL1,2393,2296,1907,3091,3487,2693,4989,3449,3773
AKR1,5473,4361,3198,8164,7789,6287,10196,7561,8026
AKR2,2026,2038,1898,2698,2706,2533,2741,2502,2273
ALA1,7389,8190,7466,5186,5122,5073,5184,4824,3972
ALB1,2291,2414,2704,684,692,749,611,682,626
ALD2,3627,3267,3147,5507,5908,4826,6346,5628,4806
ALD3,3872,2957,2722,7825,9183,7529,9087,8665,7381
ALD4,6537,4985,4498,50180,53334,47687,58940,45353,45043
ALD5,1068,723,577,1305,1082,1030,1649,1390,1173
ALD6,7218,7077,6212,12050,11630,11092,14420,12609,12362
ALE1,4540,4844,4106,3024,3094,2503,3548,3070,2717
ALF1,1832,2540,2097,1283,1337,1318,1304,1270,1015
ALG1,2112,2305,2231,1636,1590,1303,1806,1799,1545
ALG11,3907,4755,4199,2340,2729,2629,2915,3177,2805
ALG12,590,619,412,366,467,433,506,223,345
ALG13,588,592,836,498,648,600,847,670,600
ALG14,1858,2321,2093,1583,1278,1065,1530,1410,1263
ALG2,2102,2305,1701,800,817,902,1262,1099,759
ALG3,3596,3272,2688,2472,2458,1952,3224,2305,2712
ALG5,1543,1692,1660,357,380,473,581,680,472
ALG6,3694,3348,2766,5249,5197,3757,4592,3527,3827
ALG7,1931,2098,1853,961,1399,1110,1264,1154,995
ALG8,1112,1139,878,571,835,634,811,645,575
ALG9,1472,1035,787,1502,1720,1661,1828,1437,1380
ALK1,2393,2457,2117,1863,2235,1616,2480,1729,1887
ALK2,1472,1371,1315,510,825,764,868,631,480
ALO1,2584,2244,2449,2147,2233,2061,2844,2005,2149
ALP1,1086,1053,859,12788,14288,12094,11724,9590,8267
ALR1,1421,1255,937,3551,3014,2741,5506,3475,4411
ALR2,2333,1809,1696,2930,2770,2454,4049,2731,3157
ALT1,4306,5411,4288,3719,3742,3321,5694,5106,4272
ALT2,3036,4183,3176,18371,17925,15050,11767,11414,9623
ALY1,995,902,755,1043,1392,1319,1911,1331,1349
ALY2,2346,2579,2507,2620,3199,2518,3114,2600,2452
AMA1,101,36,67,178,116,116,210,179,91
AMD1,1314,1279,1232,2162,2332,1934,3858,2830,2758
AMD2,1830,1785,1815,1498,2323,1743,2615,1975,1878
AME1,579,516,663,463,607,501,733,765,633
AMF1,514,271,300,948,886,752,1269,633,880
AMN1,7935,6977,5710,5301,5248,3838,6100,4658,5026
AMS1,1353,1125,1092,3418,4467,4003,4195,3155,3176
ANB1,69,52,30,145,104,75,112,146,162
ANP1,1112,757,697,1315,1416,1555,2976,1392,2403
ANR2,297,203,368,324,373,364,519,441,410
ANS1,24,9,29,82,111,178,41,47,29
ANT1,1509,1327,1415,1359,1741,1502,1612,1186,1276
ANY1,1550,1123,817,1324,1119,1164,1728,1333,1108
AOS1,165,130,182,171,166,142,225,189,211
APA1,2657,3293,2662,1487,1978,1677,1993,1683,1534
APA2,6596,6417,5369,10154,11061,9919,12540,11382,10264
APC1,1442,1109,892,780,963,754,1709,1223,1047
APC11,765,777,957,289,337,320,461,398,301
APC2,1130,1028,1179,1149,1308,1243,1781,1313,1160
APC4,758,755,755,602,743,551,1007,868,867
APC5,1467,1828,1751,492,659,544,1139,1151,1077
APC9,299,337,481,563,565,612,695,864,531
APD1,6676,6498,6268,5052,5039,4113,6989,6308,5614
APE1,1400,1084,1088,2237,2039,1742,2939,1869,2374
APE2,5049,4771,4430,6769,7635,6297,9751,7626,7342
APE3,2944,2225,1809,6153,6082,4678,6838,4115,5129
APE4,3869,3111,2433,6972,7316,6365,8379,6145,6976
API2,101,95,16,47,109,93,312,172,205
APJ1,3815,3533,3205,5588,6358,5858,9087,6930,6853
APL1,3109,2707,2608,1550,1742,1568,2337,1837,1902
APL2,3084,3629,2917,1687,2453,2010,2630,2468,1897
APL3,1118,1075,1105,822,925,874,1143,799,928
APL4,1293,1512,1235,1538,1611,1278,2440,1693,1811
APL5,1895,2325,1753,685,815,874,1305,1069,1241
APL6,2539,2312,2632,1402,1207,1075,1614,1538,1382
APM1,1152,953,711,729,927,788,1268,1065,859
APM2,1750,1335,995,1425,1206,1360,2485,1716,1863
APM3,1134,1305,1189,601,621,459,774,637,526
APM4,4427,5250,4107,2653,3245,2760,4059,3315,3443
APN1,1395,1577,1806,1047,733,776,969,935,697
APN2,1364,1248,1333,1375,1443,1033,1674,1428,1268
APP1,2672,2551,1902,4126,3697,3108,4749,4126,4042
APQ12,728,800,693,353,287,315,333,459,272
APS1,1003,765,1262,644,655,486,723,505,500
APS2,1653,1837,1782,1298,1589,1109,1530,1860,1505
APS3,788,638,534,342,508,302,782,626,556
APT1,4666,4857,4129,1656,1816,1459,1942,1842,1498
APT2,1714,1278,1112,2229,2185,2098,2116,1757,1464
AQR1,1763,1635,1408,323,506,414,388,281,312
AQY1,1982,1289,1047,6318,6477,5399,5212,3973,4200
AQY2,241,204,136,320,272,292,572,318,450
AQY3,5216,4751,3852,5094,5072,4565,8520,6626,7439
ARA1,3051,3763,2721,11145,11563,10057,15933,12840,13848
ARA2,1766,1613,1308,3238,3548,2834,4232,3757,3279
ARB1,6235,6440,6516,4670,4501,4459,4996,3893,3098
ARC1,3082,2970,2937,2629,2600,2170,2864,2495,2137
ARC15,2433,3344,2999,2397,2866,2672,3316,3029,2473
ARC18,1284,1661,1197,1997,1745,1479,1763,1661,1462
ARC19,3249,4144,3501,2724,2841,2252,2839,2942,2489
ARC35,1418,1311,1319,2987,2282,1907,4385,2961,3633
ARC40,7485,8142,6116,8728,9002,7440,12826,9872,9524
ARD1,3214,3156,3247,779,1058,1245,1184,1015,983
ARE1,2590,1196,852,4416,4000,3754,6810,3251,4902
ARE2,655,752,759,1765,1640,1138,1849,1830,1602
ARF1,13062,15353,13526,2411,2713,2391,2967,2842,2185
ARF2,15710,18705,18860,11964,13539,11787,13874,14353,11681
ARF3,611,603,560,283,394,327,489,394,362
ARG1,2762,2209,1772,2742,2983,2610,3887,2900,3307
ARG2,896,1105,1018,1141,1004,772,1129,1231,809
ARG3,264,210,218,2100,2199,1852,3321,3406,2283
ARG4,3249,3569,3557,2800,2547,2111,3707,2981,2927
"ARG5,6",3274,2923,2880,5956,6355,5776,7214,5619,5723
ARG7,2277,2319,2124,2263,2470,2212,3095,2205,2516
ARG8,4275,4568,4772,2756,2742,2258,3048,2940,2644
ARG80,1442,1387,1131,2275,2270,1995,3309,2749,2641
ARG81,4122,4200,3037,2557,2501,2150,3805,3274,3087
ARG82,733,799,584,899,964,922,1212,1171,1041
ARH1,2607,2449,2136,2620,3014,2536,3576,2918,3260
ARI1,470,495,370,294,320,218,807,568,517
ARK1,2995,2542,2121,1558,1878,1834,2602,2395,2092
ARL1,1522,1714,1871,818,762,642,1071,894,718
ARL3,774,1058,1029,418,385,383,394,480,381
ARN1,3410,2675,2596,5469,5684,4877,5854,4149,4501
ARN2,6059,6129,5373,11400,12308,10567,12810,10565,10104
ARO1,5879,5018,4507,3699,4760,3880,5479,4543,3822
ARO10,6849,6081,5722,20738,24887,22528,15368,11509,11638
ARO2,1320,1683,1028,1531,1507,1284,1895,1181,1520
ARO3,1967,2448,2038,2328,2482,2097,3224,2959,3008
ARO4,3540,4406,4251,1714,2086,1813,1946,2063,1773
ARO7,595,565,495,208,278,291,422,372,208
ARO8,5380,5850,5281,3659,3687,2758,5692,5258,4890
ARO80,1011,1122,1058,1481,2011,1812,2199,1654,1516
ARO9,8808,8812,8099,25158,26034,22873,21434,16950,17028
ARP1,525,474,504,302,383,312,826,499,557
ARP10,118,142,156,50,152,149,271,130,138
ARP2,3003,3879,2844,3393,2991,2856,3829,4143,3624
ARP3,3084,2576,2280,5995,5619,4978,7747,5700,6138
ARP4,1577,1514,1441,1286,1209,1246,1707,1208,1221
ARP5,1583,1476,1132,1224,980,938,1678,1458,1403
ARP6,1405,1693,1382,1658,1752,1681,2172,1504,1492
ARP7,4071,3612,3105,3859,3681,2817,5517,3656,4057
ARP8,2199,1834,1961,2248,2658,2454,3773,2966,2817
ARP9,1599,1593,1488,1619,1584,1423,1670,1479,1503
ARR1,1409,1359,1176,1209,1662,1469,1852,1540,1563
ARR2,428,550,522,770,787,609,1018,988,589
ARR3,468,319,355,1109,1000,908,1051,857,751
ART10,2850,2706,2351,1903,2259,1791,2744,2436,2555
ART5,1348,691,770,1680,1372,1224,2446,1504,1931
ARV1,787,603,505,613,720,659,725,581,644
ARX1,1436,1370,1422,1068,868,923,822,746,670
ASA1,2784,2454,2184,2763,3125,2857,4082,3321,3388
ASC1,32803,31281,28446,11059,11873,11295,12342,10377,9691
ASE1,1309,1120,1125,668,886,913,1337,1016,933
ASF1,1424,1328,1195,942,852,889,1059,863,903
ASF2,1983,1523,1090,2371,2833,2395,4126,1891,2833
ASG1,589,688,705,534,506,559,1040,622,626
ASG7,197,173,184,293,251,217,595,417,303
ASH1,440,443,474,291,422,426,487,525,466
ASI1,1912,1789,1823,1602,1992,1601,2144,1798,1693
ASI2,1277,1019,1125,2694,2163,1956,2487,2045,2081
ASI3,2227,2076,2191,3265,3762,3210,4625,4449,3281
ASK1,1573,1365,897,2037,1836,1855,3084,2142,2656
ASK10,2410,2070,1747,1571,2062,1811,2479,1885,2050
ASM4,1932,1346,1337,2182,2066,1715,2433,1900,1997
ASN1,3068,3145,2767,1275,999,1244,1848,1681,1557
ASN2,6804,6941,6228,3596,3839,3278,4504,4358,3935
ASP1,2904,3334,2460,2112,2074,1896,2777,2401,2154
ASP3-1,251,261,183,375,1224,341,416,310,279
ASP3-2,229,164,193,335,514,1406,573,439,355
ASP3-3,265,301,300,428,655,520,471,385,311
ASP3-4,181,139,140,452,364,365,302,156,261
ASR1,707,693,494,1166,1743,1474,3105,1894,2293
AST1,1816,2279,2332,1085,1221,1096,1816,1541,1453
AST2,1049,786,610,939,1112,1169,1541,1328,1254
ATC1,544,359,482,210,510,406,557,357,408
ATE1,1157,1269,1548,947,1157,1063,1333,1119,1090
ATF1,5176,5175,4222,5216,5743,4611,7739,7012,5834
ATF2,1581,1758,1160,1421,1217,1278,2077,1202,1488
ATG1,1034,790,632,1077,1474,1202,1774,1356,1330
ATG10,184,202,176,125,302,235,194,262,190
ATG11,623,794,537,985,1082,1044,1756,1186,1369
ATG12,636,806,380,663,741,620,1299,926,959
ATG13,351,291,204,488,354,287,655,467,474
ATG14,407,383,279,603,836,894,1186,724,842
ATG15,538,162,98,1634,1219,1224,2127,752,1319
ATG16,134,28,48,245,206,117,283,88,269
ATG17,268,270,273,165,223,191,240,203,211
ATG18,1095,1218,786,1180,1248,1059,1852,1229,1221
ATG19,1684,1114,724,3897,3961,3506,6719,3661,4629
ATG2,1954,2277,1727,1750,1614,1551,2277,1930,1709
ATG20,1449,1208,1157,2344,2611,2196,4041,3095,3051
ATG21,816,844,645,897,1040,803,1598,1137,1104
ATG22,1125,1244,975,1600,1504,1403,1481,1321,1207
ATG23,547,417,303,460,438,371,526,264,364
ATG26,2509,3079,2222,3687,3247,2903,5551,4161,4349
ATG27,3148,2955,2578,1286,1833,1665,1921,1603,1582
ATG29,297,117,16,828,691,461,1085,400,709
ATG3,795,600,594,905,811,793,1280,1220,1112
ATG31,460,557,483,455,667,541,553,519,468
ATG32,832,541,459,1200,1483,1325,2528,1193,1581
ATG33,1115,1024,896,2237,3262,3058,2933,2363,2101
ATG34,1526,1031,911,3259,3907,3494,3154,2457,2656
ATG36,1197,999,1153,3145,2898,2187,3514,2620,2721
ATG38,766,894,893,1185,971,822,1029,816,1021
ATG39,614,540,561,2048,2020,1593,2574,1971,1944
ATG4,1510,1561,1173,1764,1915,1469,2189,1874,1624
ATG40,934,847,574,951,1375,920,1367,1047,839
ATG41,180,213,130,383,463,433,664,516,664
ATG42,2221,1965,1788,4438,4380,4060,6190,5099,4818
ATG5,2252,2149,2001,3266,3891,3356,5030,4035,4036
ATG7,613,817,761,1652,1930,1938,2105,1693,1459
ATG8,141,154,238,253,274,243,337,327,200
ATG9,804,839,567,1240,1714,1519,1891,1351,1384
ATH1,2015,1867,1566,6879,6976,5569,7202,5964,5679
ATM1,1227,1193,1321,1362,1025,1065,1867,1643,1511
ATO2,2249,1677,1355,9468,11181,9585,16785,11735,11907
ATO3,1910,1180,1403,19135,21781,18094,19468,17681,15367
ATP1,17479,15897,13857,13726,12680,10426,17571,14263,14717
ATP10,138,53,42,427,249,347,342,189,319
ATP11,1693,1573,1383,919,950,706,1343,1325,926
ATP12,969,1155,834,161,346,251,294,274,250
ATP14,1116,933,609,883,1106,927,1557,1041,1089
ATP15,2773,2975,2632,2738,3711,3845,3155,2818,2683
ATP16,2886,3406,2929,2409,2431,2024,3029,2363,2065
ATP17,1695,1714,1501,2933,3259,2637,2864,2824,2609
ATP18,7144,9099,8171,1446,2543,2166,2506,3042,2501
ATP19,871,855,1156,436,541,359,571,568,341
ATP2,25329,27491,24701,19162,18627,15093,29906,23839,22357
ATP20,2303,2139,2147,673,840,675,938,671,591
ATP22,2864,2899,2593,4158,4867,3865,5054,4088,3894
ATP23,5091,6027,5736,1324,1609,1420,2313,2215,1780
ATP25,1094,1127,711,620,645,647,806,786,750
ATP3,3208,3583,3068,3008,2879,2331,3801,3390,3338
ATP4,6718,6240,5296,5745,5578,4421,6864,5825,5624
ATP5,6014,6231,6678,4858,6612,5347,6497,6232,5225
ATP6,6,0,0,15,24,14,5,0,0
ATP7,10283,12627,11941,5823,6912,5543,7190,7566,6389
ATP8,0,0,0,0,0,0,0,0,0
ATR1,1744,1625,1453,2055,2287,2318,2203,1864,1800
ATR2,1108,1372,782,939,1177,1094,1612,1272,1274
ATS1,6303,6610,5351,11783,10294,10205,15345,12551,12647
ATX1,1086,1143,910,386,578,537,524,376,415
ATX2,1146,1350,1320,238,595,512,593,482,519
AUA1,421,614,482,89,164,165,206,101,151
AUR1,3020,3278,2273,3707,3803,4102,3649,3174,2748
AUS1,1155,983,876,968,956,826,1056,835,807
AVL9,2094,2175,2100,1662,1224,881,1882,1671,1582
AVO1,1282,855,735,872,681,616,991,747,670
AVO2,1169,935,902,1115,1317,1023,1820,1348,1360
AVT1,3458,3592,2727,2958,3277,2701,5127,3697,3689
AVT2,629,764,631,760,1174,986,1702,1318,975
AVT3,6849,4543,3447,13774,14189,11994,17163,11028,12830
AVT4,3168,2453,1932,4985,5420,4368,6075,4531,4386
AVT5,773,617,490,627,666,592,754,556,554
AVT6,1924,1198,1186,2553,2790,2223,4459,3041,3193
AVT7,2241,2234,2162,3338,3584,3006,4235,3699,3413
AXL1,3978,4223,3539,3820,3414,3064,3935,3207,3361
AXL2,2026,1496,1214,686,732,840,1371,1145,1147
AYR1,5248,5087,3715,9250,10815,8874,8603,6250,6463
AYT1,1804,1404,1574,2539,2216,1896,3248,2852,2504
AZF1,736,306,391,842,807,818,961,612,738
AZR1,5487,4257,3546,4449,3718,2866,4395,3483,3416
BAG7,513,344,402,536,776,789,1412,1220,1020
BAP2,3655,2561,2075,7961,8264,7144,9089,6097,7154
BAP3,8135,7754,6204,1832,1881,1823,2740,2298,1915
BAR1,380,200,180,247,316,296,408,217,269
BAS1,705,673,520,421,414,470,559,317,392
BAT1,1054,853,917,968,1029,976,1559,897,1101
BAT2,8228,8635,9443,21607,19704,17158,22623,21613,20457
BBC1,4143,4384,4493,3385,3687,3177,5292,4883,3843
BBP1,1106,1250,1026,627,515,531,827,557,660
BCD1,2016,2303,1952,2490,2730,1954,3605,3435,3441
BCH1,2128,2583,2375,2362,2485,2157,3657,2893,2761
BCH2,3696,3816,3345,1506,1553,1240,1852,1470,1361
BCK1,2525,3198,2872,1408,1808,1452,2105,2154,1680
BCK2,758,571,675,952,968,926,1557,825,1296
BCP1,627,448,634,641,607,669,694,717,567
BCS1,3051,3270,2719,2962,2934,2698,3532,3161,3029
BCY1,2471,2785,1920,4305,4868,4150,6775,5264,4750
BDF1,1357,1001,675,2937,2442,1988,4735,2551,3407
BDF2,24367,22146,18375,11989,12774,10577,23813,17210,17752
BDH1,8052,8432,7632,21171,18496,16201,25446,21773,20711
BDH2,1842,1518,1387,7441,6396,5767,8720,6962,6972
BDP1,1606,2134,1725,1250,1301,957,2141,1698,1685
BDS1,5552,4694,4048,6300,5527,4592,6736,4702,5315
BEM1,506,724,521,1306,1330,1205,2017,1588,1387
BEM2,5128,5927,5545,2366,2569,2106,3470,3255,2825
BEM3,1653,1762,1878,922,1025,670,1251,1244,1076
BEM4,748,607,617,670,809,601,772,693,689
BER1,1265,1165,1122,1719,1738,1390,2244,1683,1688
BET1,682,625,647,562,604,484,883,819,558
BET2,1643,1694,1417,1323,1164,1048,1373,1319,1007
BET3,2087,2966,2295,1085,1594,1441,1590,1672,1389
BET4,912,823,824,508,542,422,713,744,547
BET5,650,437,492,393,499,409,606,429,494
BFA1,134,33,37,42,111,47,122,66,88
BFR1,4266,5383,4691,1651,1711,1326,2246,2174,1923
BFR2,707,805,663,400,371,328,573,345,393
BGL2,21876,21062,18235,17462,19492,15784,15702,12159,12141
BI2,0,0,0,0,0,0,0,0,9
BI3,0,0,0,0,0,0,0,5,0
BI4,31,27,0,68,93,67,185,130,83
BIG1,409,350,438,604,562,519,716,656,468
BIK1,729,839,608,788,710,582,917,686,798
BIL1,474,375,459,228,379,245,488,537,345
BIM1,1155,1200,1174,381,319,250,611,520,519
BIO2,1829,1981,1894,1383,1203,1111,2030,1503,1608
BIO3,1366,1092,693,1174,1184,938,1761,1346,1175
BIO4,829,1088,877,1962,1798,1395,2085,1834,1753
BIO5,1607,928,983,2385,2278,1888,3673,2365,2926
BIR1,1818,2193,2150,983,1035,872,1439,1358,1181
BIT2,2187,1806,1601,2513,2208,1937,2836,1982,2153
BIT61,241,258,189,511,505,319,617,472,635
BLI1,1231,1201,959,772,719,611,693,828,677
BLM10,4317,4534,4577,6242,6548,6055,6316,6060,5571
BLS1,146,210,341,130,191,154,256,181,139
BMH1,6000,4399,3086,7190,7291,6714,7881,4404,6079
BMH2,734,586,403,2093,1751,1258,2033,1041,1444
BMS1,1511,1453,1611,971,764,717,721,753,817
BMT2,890,777,691,1194,1329,1181,1361,897,951
BMT5,433,347,407,266,431,233,402,279,274
BMT6,110,107,135,298,276,251,451,272,390
BNA1,1263,1667,1634,1167,1258,1061,896,878,751
BNA2,486,454,232,1283,1532,1277,1027,750,951
BNA3,1419,1835,1391,1096,1209,1113,1458,1559,1347
BNA4,771,1189,911,756,834,848,1692,1212,1188
BNA5,2587,2040,2139,2575,2502,2186,2420,2057,1787
BNA6,1746,2637,2026,1727,2184,1588,2480,2475,2149
BNA7,1273,1134,972,732,891,766,857,695,706
BNI1,1317,947,578,1183,1072,825,1186,846,955
BNI4,657,657,519,224,372,339,573,434,448
BNI5,1135,1202,1208,550,740,442,717,703,599
BNR1,567,884,714,311,349,305,409,371,354
BNS1,776,710,665,1209,1573,1301,2063,1836,1650
BOI1,1855,1976,1895,738,700,818,1262,1178,1094
BOI2,1578,1496,1455,1590,1698,1615,2507,1758,1705
BOL1,434,439,441,1609,1509,1228,1412,1427,950
BOL2,2731,3289,3888,2914,2553,2668,3643,3392,3102
BOL3,286,210,286,376,496,422,594,629,562
BOP2,840,753,508,3053,3407,2700,3923,2803,2700
BOP3,641,471,423,867,1032,995,1731,1215,1276
BOR1,692,607,480,791,754,722,1003,831,713
BOS1,1294,1751,1453,1237,1447,1379,2164,1992,1919
BPH1,2697,2443,3056,1579,1911,1588,2384,1990,1864
BPL1,1289,1341,787,1210,1099,929,1682,1168,1233
BPT1,3837,4271,4263,4737,5070,4255,5417,4576,4165
BRE1,1317,1423,1148,988,1067,923,1296,1092,1079
BRE2,400,256,351,344,441,372,518,411,360
BRE4,7132,6765,5977,6614,6613,5923,8297,6344,6363
BRE5,446,320,221,289,225,184,341,266,203
BRF1,944,1003,880,747,934,759,1469,1205,1238
BRL1,614,514,411,745,842,825,1023,956,800
